Issue Type,Issue key,Issue id,Summary,Created,Component/s,Component/s,Labels,Labels,Labels,Labels,Labels,Status,Priority,Custom field (Epic Name),Assignee
Bug,EW-558,802900,The TV archive synopsis is not scrolling until played or refresh page. ,2022-12-18 10:56,Web,,Synopsis,Synopsis-pages,,,,Done,2 - High,,M88508
Bug,EW-557,802863,Error message appear on opening page links. ,2022-12-16 22:48,Web,,pagelink,,,,,Done,3 - Medium,,M88508
Bug,EW-556,802839,The channel sorting does not applies to Se TV.,2022-12-16 17:02,Web,,channel_sorting,,,,,Done,3 - Medium,,M88508
Bug,EW-555,802830,No playback on Chrome cast. ,2022-12-16 16:31,Web,,Chromecast,,,,,Done,2 - High,,M88508
Bug,EW-554,802736,Web is going to full screen while typing F after the user has used F inside the player,2022-12-16 10:59,Web,,Fullscreen,search,,,,Done,3 - Medium,,M88508
Bug,EW-553,802714,On playing YouSee Premiere from kanaler an error occurred. ,2022-12-16 10:41,Web,,Playback,,,,,Done,3 - Medium,,M86720
Bug,EW-550,802531,Play content and change the browser size you can see webpage parts are relocated. ,2022-12-15 14:11,Web,,responsive,,,,,Done,2 - High,,M88508
Bug,EW-549,802522,No Pop-up synopsis on hovering on container in Tv guide. ,2022-12-15 13:55,,,,,,,,Won't fix,None,,
Bug,EW-548,802513,In TV guide user cannot change date seven days back. ,2022-12-15 13:45,Web,,EPG,,,,,Done,2 - High,,M88508
Bug,EW-547,802511,No able to click on channels to get extra info,2022-12-15 13:41,Channelshop,,,,,,,Done,None,,M88508
Bug,EW-546,802507,"No pop up when clicking on ""Du kan ikke skifte pakke""",2022-12-15 13:32,Channelshop,,,,,,,Done,None,,M88508
Bug,EW-545,802499,The favorite icon is giving an error in TV Channel synopsis.,2022-12-15 13:13,Web,,favorit,,,,,Done,3 - Medium,,M88508
Bug,EW-544,802479,Binge watch pop up appears but it are not going to next episode. ,2022-12-15 12:49,Web,,binge-watching,,,,,Done,3 - Medium,,M93417
Bug,EW-543,802473,"Live program change to next program, but progress bar and meta data is not updated. ",2022-12-15 12:43,Web,,meta-data,,,,,Done,3 - Medium,,M93417
Bug,EW-542,802464,After entering full-screen while playback and user click on the x icon. It does not exit full-screen. ,2022-12-15 12:07,Web,,PlayerControls,,,,,Done,2 - High,,M88508
Bug,EW-541,802443,In Player the control and channel log do not disappear.,2022-12-15 11:22,Web,,PlayerControls,,,,,Done,2 - High,,M88508
Bug,EW-540,802428,Web: In player volume cannot be control with up and down arrow keys and green filler is always to the max.. ,2022-12-15 11:04,Web,,PlayerControls,volumes,,,,On hold,4 - Low,,M93417
Bug,EW-539,802403,"There is no conviva tracking (touchstone, pulse) for new web app ",2022-12-15 10:54,Web,,Conviva,conviva-touchstone,,,,Done,3 - Medium,,M88508
Bug,EW-538,802355,No Device management list is displayed ,2022-12-15 10:35,Web,,Device-management,,,,,Done,2 - High,,M88508
Bug,EW-537,802323,No fallback on new web app.,2022-12-15 09:57,Web,,fallback,,,,,Done,1 - Critical,,M88508
Bug,EW-536,802214,The user can scrub in channels with limited scrubbing TV3 / TV2 (10 min) ,2022-12-14 21:11,Web,,Scrubbing-Rights,,,,,Done,3 - Medium,,M88508
Bug,EW-534,802193,"On exceeding, the maximum allowed concurrent streams no message appears.  ",2022-12-14 16:49,Web,,Concurrency,,,,,Done,3 - Medium,,M88508
Bug,EW-533,802152,One screen Concurrency fails ,2022-12-14 15:10,Web,,Concurrency,,,,,Done,3 - Medium,,M88508
Bug,EW-532,802147,Live channel picker icon is missing.   ,2022-12-14 14:58,Web,,channel_picker,,,,,Done,3 - Medium,,M88508
Bug,EW-531,802135,"On Husk Mig unchecked, the user is still remember and logged in  ",2022-12-14 14:24,Web,,login-page,,,,,Done,3 - Medium,,M88508
Bug,EW-525,801523,adding favorite of live Tv asset is returning 400,2022-12-12 12:13,,,,,,,,Done,None,,M88508
Bug,EW-515,798352,User not able to select episode without starting playback (new synopsis),2022-11-29 12:27,Web,,synopsis,,,,,Done,3 - Medium,,M86720
Bug,EW-480,796837,Handle PromoView when it's failing,2022-11-22 14:02,Web,,,,,,,Done,None,,M94083
Bug,EW-478,795558,Chromecast Playback fails when playing from iOS or Android clients using the velocix channel list,2022-11-16 11:19,Web,,Chromecast,Velocix,,,,Won't fix,None,,M93417
Bug,EW-477,795557,Fallback playback not working when velocix channel list is used,2022-11-16 11:11,Web,,,,,,,Won't fix,2 - High,,M88508
Bug,EW-474,795051,Web: Fix synchronisation delay in player with selectable subtitles,2022-11-14 15:45,Web,,subtitles,,,,,Won't fix,3 - Medium,,M93417
Bug,EW-468,794577,User experience infinite spinner when trying to play content from TV pagelink. ,2022-11-11 09:51,,,pagelink,,,,,Done,None,,M86720
Bug,EW-467,794453,"Web - BS 2.0 new design, text is missing on green button",2022-11-10 14:22,Channelshop,,BS2.0,,,,,Done,4 - Low,,M88508
Bug,EW-460,788748,"Channel shop: With Chrome (google translate ), users might face a black screen on removing a channel.",2022-10-19 13:04,Channelshop,,ChannelShop,ThirdParty,,,,To Do,4 - Low,,M94083
Bug,EW-438,788172,"On binging, Extended controller goes to synopsis ",2022-10-17 15:17,,,Extended_controller,,,,,Done,None,,M95164
Bug,EW-437,788105,Web: Binge view does not pop up on google tv.,2022-10-17 13:37,Chromecast Receiver,,Chromecast-receiver,GoogleTV,,,,To Do,4 - Low,,
Bug,EW-436,788080,"While casting, Channel played from live channel picker will play on web player not on Chromecast. ",2022-10-17 12:15,,,channel_picker,Chromecast,,,,Done,None,,M95164
Bug,EW-434,788016,"Web: Playback is not pausing, on pressing space bar in google tv. ",2022-10-17 11:02,Chromecast Receiver,,Chromecast-receiver,GoogleTV,,,,To Do,4 - Low,,
Bug,EW-430,787369,In docked player while casting if user select another content to play it start playing in web player. ,2022-10-13 12:22,,,Chromecast,docked,,,,Done,None,,M95164
Bug,EW-429,787087,Recording contents can not be played while casting from Android/iOS,2022-10-12 13:43,,,android,Chromecast,iOS,recording,,Done,2 - High,,M93417
Bug,EW-426,786929,"User cannot enter the synopsis or play any content from ""TV"" Page links.",2022-10-12 09:25,,,,,,,,Done,None,,M86720
Bug,EW-425,786642,Docked player disappears but the audio is playing when the new synopsis is opened.,2022-10-11 10:29,,,docked,,,,,Done,None,,M95164
Bug,EW-423,786196,When fallback is turn-off the users don't revert back.,2022-10-10 11:00,Web,,fallback,,,,,Won't fix,None,,
Bug,EW-421,785434,CC:  Freeze is experience while casting Live/ startover content. ,2022-10-06 12:36,,,Chromecast,Live-TV,StartOver,,,Done,4 - Low,,
Bug,EW-419,784362,Dirty redirect to skift.yousee.dk if coming in on redirect,2022-10-03 10:12,,,,,,,,Done,None,,M94083
Bug,EW-416,767474,The web is connected to CC but it is not playing the content on CC. ,2022-09-27 10:11,Web,,Chromecast,Chromecast-receiver,Chromecast-sender,,,Won't fix,None,,
Bug,EW-415,766668,Chromecast - concurrency message issue in new receiver ,2022-09-23 14:52,Chromecast Receiver,,Chromecast,Chromecast-receiver,Concurrency,,,Done,1 - Critical,,M93417
Bug,EW-405,765049,Cast icon does not appear for the first time user need to refresh ,2022-09-19 15:03,,,Chromecast,web,,,,Done,None,,M95164
Bug,EW-404,765035,Device management is not working on fallback. ,2022-09-19 14:40,Web,,Fallback,,,,,Won't fix,None,,M93417
Bug,EW-403,764985,Binge in dock mode does not keep the bookmarks and do not update meta data on extended controller.  ,2022-09-19 12:28,,,Chromecast,docked,web,,,Done,None,,M95164
Bug,EW-402,764975,Binging to wrong asset on casting. ,2022-09-19 11:54,,,,,,,,Done,None,,M93417
Bug,EW-401,764880,Bookmarks are not updating in the list of series while chrome casting.,2022-09-19 10:19,,,Chromecast,web,,,,Done,None,,M93417
Bug,EW-400,764872,After binging extended controller not responding and start/end is 00:00 on progress bar.,2022-09-19 10:13,,,binge-watching,Chromecast,web,,,Done,None,,M95164
Bug,EW-399,764864,When the user clicks in the last 30 sec of a series episode Binge view does not work properly.,2022-09-19 10:05,,,,,,,,Done,None,,M95164
Bug,EW-396,764283,Chromecast: when playing startover and program ends issue,2022-09-15 12:22,,,Chromecast,StartOver,web,,,Done,None,,M93417
Bug,EW-392,763635,Bookmark not maintained on watched content while casting.,2022-09-13 14:39,,,bookmark,Chromecast,web,,,Done,None,,M95164
Bug,EW-391,763500,Device management is not working properly. ,2022-09-13 10:49,,,Device-management,GoogleTV,web,,,Done,None,,M95164
Bug,EW-390,763271,GoogleTV: The program hangs and Metadata (google tv receiver) is not correct when the live program change.  ,2022-09-12 14:05,Chromecast Receiver,,Chromecast-receiver,GoogleTV,,,,In Progress,3 - Medium,,M93417
Bug,EW-388,762615,Crash when playing content without EPG data,2022-09-08 14:29,,,Crash,EPG,Live-tv,,,Won't fix,1 - Critical,,
Bug,EW-384,761914,Not able to delete series or specific recordings on new Synopsis,2022-09-06 13:49,Web,,nPVR,recordings,synopsis,,,Won't fix,None,,
Bug,EW-370,760935,Viasat Series&Film is visible in 'hurtig adgang' and 'alle kanaler' on Web,2022-09-01 10:17,,,,,,,,Won't fix,None,,M88508
Bug,EW-369,760597,WEB: Blank page if entering old channelshop from URL,2022-08-31 15:47,,,,,,,,Done,None,,M95164
Bug,EW-367,760488,WEB: Live channel with no archive should not have favourite icon.,2022-08-31 12:19,,,Favoritter,,,,,Done,None,,
Bug,EW-366,760138,BlandSelv 2.0: Black screen when entering through Kanaler or min side bland selv entery point,2022-08-30 10:37,,,Bland_Selv,web,,,,Done,None,,M94083
Bug,EW-363,759180,Web: On stop casting web sender should keep the book mark and start content from the same playback position where receiver playback stop. ,2022-08-25 13:11,,,bookmark,,,,,Done,None,,M95164
Bug,EW-361,758587,Chrome cast: issue with playback while casting with apps(Android/iOS) fallback mode,2022-08-23 14:57,,,android,Chromecast,fallback,ios,,Done,None,,M93417
Bug,EW-360,758564,Web: Web does not have chrome-cast icon in fallback,2022-08-23 13:29,,,,,,,,Done,None,,M93417
Bug,EW-358,758540,"Chromecast: TV 2 can be scrubbed from progress bar in startover, while casting to chromecast and google tv. ",2022-08-23 13:00,,,Chromecast,GoogleTV,progressbar,Scrubbing-Rights,web,Done,None,,M93417
Bug,EW-356,758167,Chromecast - live tv progress bar didn’t change in restricted scrubbing rule content after start over in tv,2022-08-22 12:15,Web,,progressbar,StartOver,,,,Won't fix,None,,
Bug,EW-352,757915,Web: If user set live tv on recording and try to watch it in Optagelser. End timestamp is not right.. ,2022-08-19 16:28,,,,,,,,Won't fix,None,,M93417
Bug,EW-351,757843,Google TV: When user cast live tv program to google tv progress start from the begining of the timestamp.,2022-08-19 13:28,,,GoogleTV,Progress_bar,Timestamps,,,Done,None,,M95164
Bug,EW-350,757819,"Google TV: The meta data (timestamp, title, next program) is not updating.",2022-08-19 12:51,,,GoogleTV,Timestamps,,,,Done,None,,M95164
Bug,EW-349,757619,Chromecast: CC is not playing recorded content but Web connect to Chromecast.,2022-08-18 15:04,,,Chromecast,,,,,Done,None,,M93417
Bug,EW-348,757615,Web: Toggle Padlock icon is not removing the trash bin. ,2022-08-18 15:00,,,,,,,,Won't fix,None,,
Bug,EW-347,757475,Web: Record only one specific episode in coming up episodes. ,2022-08-18 11:01,,,,,,,,Done,None,,
Bug,EW-346,757443,Google TV: Scrubbing is possible with remote on TV2 and TV3 archives.,2022-08-18 10:19,,,GoogleTV,Remote,Scrubbing-Rights,,,Done,None,,M95164
Bug,EW-345,757406,Web: Live progress has delay when switching programs,2022-08-18 09:30,,,,,,,,Done,None,,M93417
Bug,EW-344,757324,Chromecast is showing total time of content instead of remaining time. ,2022-08-17 15:49,,,,,,,,Done,None,,M93417
Bug,EW-343,757313, User closes the web tab while casting and reopening the web again.  Expanded controller stay on top of the main pages.,2022-08-17 15:37,,,,,,,,Done,None,,M95164
Bug,EW-342,757304,Slideshow gets the “klar til cast” message between slides.,2022-08-17 15:16,,,Chromecast-receiver,,,,,Done,None,,M93417
Bug,EW-341,757301,Progress bar/point start Jumping if user scrub on seek bar in start over/ VOD while casting.,2022-08-17 15:06,,,Chromecast-sender,web,,,,Done,None,,M93417
Bug,EW-340,757288,Web: Infinite loading spinner in player ,2022-08-17 14:25,,,,,,,,Done,None,,M93417
Bug,EW-339,757286,Startover progress bar is showing 00:00 on start/end and cannot be scrubbed while casting. ,2022-08-17 14:17,,,,,,,,Done,None,,M93417
Bug,EW-338,757282,Web: Startover icon is gone next to play button,2022-08-17 14:10,,,,,,,,Done,None,,M93417
Bug,EW-337,757267,Web: No earned scrubbing rights,2022-08-17 13:41,,,Scrubbing-Rights,web,,,,Won't fix,None,,M93417
Bug,EW-336,757249,Chromecast : Live tv stream can be paused with google tv remote. ,2022-08-17 13:14,,,GoogleTV,web,,,,Done,None,,M93417
Bug,EW-335,757028,Web: Live tv progress bar is not filled. ,2022-08-16 16:39,,,Progress_bar,web,,,,Done,None,,M93417
Bug,EW-334,757022,ChromeCast: No binge view on Google Tv ,2022-08-16 16:13,,,GoogleTV,,,,,Done,None,,M93417
Bug,EW-333,756994,Web: Channels are not clickable in Kanaler,2022-08-16 15:00,,,Kanaler,web,,,,Done,None,,M94083
Bug,EW-325,753916,Web: User experience infinity loading and then disconnected from CC on VOD scrubbing. ,2022-08-01 12:51,,,Chromecast,infinite_loading,,,,Done,None,,M95164
Bug,EW-324,753911,Web: Progress bar is flicking in start over. ,2022-08-01 12:36,,,,,,,,Done,None,,M95164
Bug,EW-323,753886,Web - Start over content not seekable while casting. ,2022-08-01 11:14,,,Chromecast-sender,progressbar,StartOver,web,,Done,None,,M93417
Bug,EW-318,752143,Web: Viaplay one concurrency rule fails in some viaplay assets,2022-07-19 11:32,Web,,Concurrency,,,,,Done,None,,
Bug,EW-315,750639,Chromecast VSF-T loop for content that was removed from EPG,2022-07-12 11:09,,,Chromecast-receiver,,,,,Won't fix,None,,M95164
Bug,EW-312,743221,UI controls on smart devices,2022-06-28 13:05,Chromecast Receiver,,Chromecast-receiver,GoogleTV,,,,Done,None,,
Bug,EW-311,743216,Not possible to take over a stream cross device,2022-06-28 12:55,Chromecast Receiver,,Chromecast,Chromecast-receiver,,,,Won't fix,None,,
Bug,EW-310,743214,Web: While casting Docked Image changes to the navigated content.,2022-06-28 12:53,,,Chromecast,docked,web,,,Done,None,,M95164
Bug,EW-309,743212,Concurrency not stopping session when disconnecting CC,2022-06-28 12:53,,,,,,,,Done,None,,M93417
Bug,EW-307,743197, Able to Pause live playback through the google home app,2022-06-28 12:06,,,Chromecast,GoogleHome,ThirdParty,,,Done,None,,
Bug,EW-306,743196,The web sender loses the ability to scrub after reconnecting,2022-06-28 12:05,Web,,Chromecast-sender,,,,,Done,None,,
Bug,EW-305,743194,Bookmark not being saved,2022-06-28 11:59,,,,,,,,Done,None,,M93417
Bug,EW-304,743143,Web: Dock mode is closed when user navigate in the app,2022-06-28 10:32,,,Docker,web,,,,Done,None,,M93417
Bug,EW-303,742892,CC: Conviva session stuck in wrong state after conecting to chromecast,2022-06-28 08:13,Chromecast Receiver,,Conviva,,,,,To Do,3 - Medium,,
Bug,EW-302,742703,Concurrency fix: casting 1 stream channels failed on CC,2022-06-27 11:07,,,,,,,,Done,None,,
Bug,EW-300,740840,Missing images for thumbnails and backdrops ,2022-06-21 08:44,,,ImageScaler,,,,,Done,None,,M88508
Bug,EW-297,739793,Rental page has to be refreshed before a movie can be watched - using credit card flow,2022-06-16 13:00,,,Rental,,,,,Done,None,,
Bug,EW-296,739281,CC-receiver - Concurrency not sending stop event when disconnecting CC,2022-06-15 11:39,,,Chromecast-receiver,Concurrency,,,,Done,None,,M93417
Bug,EW-295,739254,Missing Channel logo on Receiver UI (CC with Google TV),2022-06-15 10:45,,,Chromecast-receiver,GoogleTV,,,,Won't fix,None,,
Bug,EW-294,739252,CC-Receiver - Possible to scrub in all content using the remote using CC with GoogleTV ,2022-06-15 10:41,,,Chromecast-receiver,GoogleTV,,,,Done,2 - High,,
Bug,EW-293,739195,CC-receiver - issues connecting the Google Home app to the receiver,2022-06-15 09:51,,,Chromecast,Chromecast-receiver,,,,Won't fix,3 - Medium,,
Bug,EW-292,738060,CC-receiver - Start-over content does not finish after the live program changes,2022-06-14 13:49,,,Chromecast-receiver,,,,,Done,None,,M93417
Bug,EW-287,735168,"Web: Subtitle icon is shown while casting for contents which do not have loose subtitles and it has only one ""fra"" option. ",2022-06-07 10:29,,,,,,,,Done,None,,M84098
Bug,EW-285,733978,Web: Concurrency issues ,2022-06-01 15:13,,,Concurrency,,,,,Done,None,,
Bug,EW-284,733126,Web: Individual Channels in Channel picker are not updating.,2022-05-30 10:45,,,channel_picker,meta-data,web,,,Done,None,,M86720
Bug,EW-282,732184,Web: Change in Live tv channel program is not smooth.,2022-05-24 09:56,,,buffer,Live-TV,web,,,Done,None,,M86720
Bug,EW-281,732173,Web: Channel picker icon spinner in player of nPVR content.  ,2022-05-24 09:48,,,channel_picker,spinner,web,,,Done,None,,M86720
Bug,EW-280,731852,Web: In udsendelser last episode above Kommende udsendelser is not clickable,2022-05-23 10:39,,,,,,,,Done,None,,M86720
Bug,EW-279,731560,Web: User can scrub TV3 plus in start-over and arkiv ,2022-05-20 16:55,,,Scrubbing-Rights,web,,,,Done,None,,M86720
Bug,EW-278,731065,Web: User is getting wrong leasing hours in lejefilm. ,2022-05-19 11:10,,,,,,,,Done,None,,M86720
Bug,EW-277,730814,Web: Motorsport Tv channel archives are not playing.,2022-05-18 14:16,,,Archive,web,,,,Done,None,,M86108
Bug,EW-276,730742,Not able to cancel series recording,2022-05-18 12:57,,,nPVR,,,,,Done,3 - Medium,,M95164
Bug,EW-275,730727,Not able to open synopsis through page links,2022-05-18 12:36,,,pagelink,synopsis,,,,Done,3 - Medium,,M95164
Bug,EW-274,730700,Channel Picker not updating metadata on live program change,2022-05-18 11:50,,,PlayerControls,,,,,Done,None,,M95164
Bug,EW-273,730277,Player/synopsis meta data not updating on live program change,2022-05-17 10:06,,,Live-tv,meta-data,,,,Done,3 - Medium,,M95164
Bug,EW-272,730250,Conviva asset name data wrong when starting content from the main pages,2022-05-17 09:23,,,Conviva,,,,,Won't fix,None,,
Bug,EW-271,730242,"Conviva Live TV data issue when starting through ""Se TV""/ ""Live i Tv"" List",2022-05-17 09:05,,,Conviva,,,,,Won't fix,3 - Medium,,
Bug,EW-268,728291,Web: nPVR content on Velocix is not playing anything while Casting. ,2022-05-09 14:50,,,Chromecast,Velocix,web,,,Done,2 - High,,M86720
Bug,EW-266,725844,Validate concurrency logic,2022-05-04 10:22,,,,,,,,Done,2 - High,,M84098
Bug,EW-257,721110,Displaying wrong asset ID in concurrency when Chromecasting live tv,2022-04-22 11:20,,,Concurrency,,,,,Done,None,,M84098
Bug,EW-253,719551,CC: Offset is out of bounds,2022-04-19 10:03,Chromecast Receiver,,Chromecast-receiver,,,,,Won't fix,3 - Medium,,
Bug,EW-252,719543,Scrubbing on youtv does not work,2022-04-19 09:53,,,Chromecast-receiver,,,,,Done,3 - Medium,,
Bug,EW-251,719482,CLONE - Web - concurrency playback using barker channel channelID,2022-04-19 08:25,Web,,Concurrency,,,,,Won't fix,4 - Low,,
Bug,EW-249,718168,Stream does not count towards concurrency when device management is shown,2022-04-08 09:44,,,Concurrency,Device-management,,,,Done,None,,M95164
Bug,EW-248,718056,"Web: When user clicks on details in DR1 synopsis , Playback started. ",2022-04-07 16:03,,,,,,,,Done,None,,M95164
Bug,EW-247,718038,Web: In player setting and subtitle option are not selectable.  ,2022-04-07 15:40,,,,,,,,Done,None,,M86720
Bug,EW-245,717788,New synopsis: Cast icon is not working while playing the any content. ,2022-04-07 10:40,,,Chromecast,Icon,web,,,Done,None,,M86720
Bug,EW-244,717573,Web: User can play TV2  archive program in new Synopsis.  ,2022-04-06 14:16,,,,,,,,Done,None,,M95164
Bug,EW-243,717522,WEB: In new synopsis users cannot select between the season because of missing arrow icons.,2022-04-06 12:44,,,Icon,web,,,,Done,None,,M86720
Bug,EW-241,716970,WEB: In future program synopsis there is Se nu button.,2022-04-05 09:36,,,,,,,,Done,None,,M86720
Bug,EW-240,716831,WEB: Live tv episode is appearing in Udsendelser i arkiv (#) list. ,2022-04-04 15:55,,,Archive,,,,,Done,None,,M86720
Bug,EW-213,714681,Wrong text on the rental flow pop-up menu,2022-03-29 10:48,Web,,message,Rental,,,,Done,3 - Medium,,
Bug,EW-212,714417,Nielsen bug,2022-03-28 16:07,,,,,,,,Done,None,,
Bug,EW-211,713636,Canceling device management leaves leftover concurrent streams in the backend,2022-03-25 13:28,,,Concurrency,Device-management,,,,Done,3 - Medium,,M95164
Bug,EW-209,713063,Channel-shop sorting views displays channels without space in-between ,2022-03-24 09:59,,,channelshop,UI,,,,Done,None,,
Bug,EW-205,712674,CC player controls losing scrubbing rights when binging to next episode,2022-03-23 09:39,,,,,,,,Done,2 - High,,M93417
Bug,EW-204,712260,Not able to toggle fallback mode,2022-03-22 10:02,,,fallback,,,,,Done,2 - High,,
Bug,EW-201,711233,Disconnecting from CC receiver does not send a stop event to concurrency,2022-03-17 12:27,,,,,,,,Done,None,,M84098
Bug,EW-196,705181,Non playable assets,2022-02-24 11:43,,,,,,,,Done,None,,
Bug,EW-195,703090,Log in issues with multiple users and remind me check box ,2022-02-16 17:53,,,,,,,,Won't fix,None,,M88508
Bug,EW-182,685306,TV5MONDE- EPG TV guide issue,2021-12-10 15:05,,,EPG,livetv,,,,Done,None,,
Bug,EW-180,685218,Chromecast handover fails for new concurrency rules of 1 concurrent stream,2021-12-10 12:07,,,Concurrency,,,,,Done,3 - Medium,,M95164
Bug,EW-176,672765,Make sure apple-app-site-association be accessed,2021-10-28 21:34,,,iOS,tvOS,,,,Done,2 - High,,M86720
Bug,EW-172,680558,Player: Concurrency dies after casting to CC,2021-11-24 10:40,,,,,,,,Done,None,,
Bug,EW-169,679376,Synopsis: Error message appear sometime while playing any promo view in TV synopsis ,2021-11-19 14:56,,,Promoview,tv,,,,Done,None,,M84098
Bug,EW-168,679372,Player: Subtitle issue in Viaplay VOD ,2021-11-19 14:43,,,subtitles,VOD,,,,Done,None,,
Bug,EW-167,678561,Player: Stuttering subtitles in Windows browsers,2021-11-18 10:31,Web,,subtitles,Windows,,,,Won't fix,None,,M94363
Bug,EW-161,677197,"After playing VOD and going back to the live channel, no measurement initiated",2021-11-12 12:03,,,,,,,,Done,None,,M90772
Bug,EW-157,676585,"Play icon won't disappear after play, pause, play (WON'T FIX)",2021-11-10 13:52,,,wontfix,,,,,Done,None,,M90772
Bug,EW-141,675764,Fix concurrency issue,2021-11-08 14:34,,,,,,,,Done,None,,M90772
Bug,EW-138,674755,Play button on sidebar is not working for current program (5),2021-11-04 15:33,,,chrome,Firefox,play_button,sidebar,Synopsis,Done,None,,M86720
Bug,EW-136,674341,Progress bar getting stuck on live program change,2021-11-03 12:59,,,livetv,PlayerControls,progressbar,,,Done,None,,M95164
Bug,EW-134,674303,RETE - Conviva data miss match  ,2021-11-03 12:16,,,Conviva,,,,,Done,None,,M86720
Bug,EW-114,672234,Fix Navigation Menu Clickable Area,2021-10-27 13:42,,,,,,,,Done,None,,M86720
Bug,EW-104,671405,Player: Harmonic subs delay,2021-10-25 15:53,,,Subtitles,,,,,Won't fix,None,,M95164
Bug,EW-96,649118,Web - bad UI - while connecting to Chrome Cast,2021-08-16 14:54,,,chomecast,UI,,,,Done,None,,M93417
Bug,EW-90,642735,Chromecast: EBVS loop on series content,2021-07-20 13:50,,,Chromecast,EBVS,Velocix,,,Done,None,,M86108
Bug,EW-89,622773,Chromecast - Velocix - Stutter on chromecast player,2021-06-04 10:56,,,Chromecast,Chromecast-receiver,,,,Done,None,,M86108
Bug,EW-88,630777,Chromecast Archive asset start buffering and can't recover,2021-06-22 12:40,,,Archive,Velocix,,,,Done,None,,M86108
Bug,EW-72,468660,Web - Frontend is doing Double as many requests as is needed due to CORS config,2020-07-09 16:53,,,,,,,,Done,None,,
Bug,EW-36,359057,Web and iOS are not saving bookmarks from CC sessions,2019-09-13 08:33,,,bookmark,Chromecast,,,,Done,None,,
Bug,EW-35,358933,Web - CC controller not visible and cc connection menu unresponsive ,2019-09-12 13:42,,,Chromecast,dockable,,,,Done,None,,
Bug,EW-34,463713,WEB: Change folder structure for player controls,2020-07-01 14:39,,,,,,,,Done,None,,
Bug,EW-32,581822,Web - memory leak (infinite fragment requests) player crash,2021-03-11 16:43,,,,,,,,Done,None,,
Bug,EW-31,616828,Web - Subtitle menu available on content without subtitles,2021-05-21 13:41,,,Chromecast-sender,,,,,Done,None,,M84098
Bug,EW-30,541747,Web - Chromecast content not seek-able after binging to next episode,2020-12-16 11:41,,,Chromecast-sender,,,,,Done,None,,M95164
Bug,EW-14,670574,Player: Velocix subs positioning issue,2021-10-22 11:45,,,,,,,,Done,1 - Critical,,M90772
